65,61,65,no,8,8,no,no,no,no,0
69,78,78,no,10,10,no,no,no,no,0
79,85,85,no,30,30,no,no,no,no,0
90,20,50,no,45,79,no,no,no,no,0
71,90,78,no,23,25,no,no,no,no,0
85,86,85,no,20,5,no,no,no,no,0
20,90,20,no,80,88,no,no,no,no,0
31,31,21,yes,20,90,yes,yes,yes,yes,1
49,49,20,yes,78,78,yes,yes,yes,yes,1
60,60,65,yes,85,85,yes,yes,yes,yes,1
75,71,69,yes,23,26,yes,yes,yes,yes,1
80,85,79,yes,20,40,yes,yes,yes,yes,1
90,20,90,yes,31,36,yes,yes,yes,yes,1
86,86,86,yes,49,26,yes,yes,yes,yes,1
90,90,90,yes,60,61,yes,yes,yes,yes,1
49,75,26,yes,75,78,yes,yes,yes,yes,1
60,80,61,yes,80,85,yes,yes,yes,yes,1
26,31,28,no,47,23,no,no,no,no,0
61,65,40,no,20,20,no,no,no,no,0
78,78,36,no,31,31,no,no,no,no,0
85,85,31,no,49,49,no,no,no,no,0
23,26,65,no,60,60,no,no,no,no,0
20,40,78,no,71,75,no,no,no,no,0
31,36,85,no,85,80,no,no,no,no,0
49,26,50,no,20,90,no,no,no,no,0
60,61,54,no,86,86,no,no,no,no,0
75,78,85,yes,50,90,yes,yes,yes,yes,1
80,85,20,yes,54,86,yes,yes,yes,yes,1
90,20,21,yes,26,28,yes,yes,yes,yes,1
86,56,20,yes,40,40,yes,yes,yes,yes,1
23,26,65,yes,36,36,yes,yes,yes,yes,1
100,100,69,yes,26,31,yes,yes,yes,yes,1
99,99,79,yes,61,65,yes,yes,yes,yes,1
98,98,90,yes,78,78,yes,yes,yes,yes,1
80,80,86,yes,85,85,yes,yes,yes,yes,1
60,78,50,no,23,26,no,no,no,no,0
75,78,22,no,20,40,no,no,no,no,0
80,85,21,no,31,36,no,no,no,no,0
60,60,20,no,49,26,no,no,no,no,0
75,75,65,no,60,61,no,no,no,no,0
61,65,69,no,75,78,no,no,no,no,0
85,85,79,no,80,85,no,no,no,no,0
50,20,90,no,90,20,no,no,no,no,0
54,86,86,no,86,56,no,no,no,no,0
65,61,65,yes,23,26,yes,yes,yes,yes,1
100,26,31,no,100,100,no,no,no,no,0
99,61,65,no,99,99,no,no,no,no,0
98,78,78,no,98,98,no,no,no,no,0
80,85,85,no,80,80,no,no,no,no,0
78,23,26,no,60,78,no,no,no,no,0
78,20,40,no,75,78,no,no,no,no,0
85,31,36,no,80,85,no,no,no,no,0
60,49,26,no,60,60,no,no,no,no,0
75,60,61,no,75,75,no,no,no,no,0
49,75,78,yes,61,65,yes,yes,yes,yes,1
60,80,85,yes,75,65,yes,yes,yes,yes,1
75,23,26,yes,65,69,yes,yes,yes,yes,1
31,100,100,yes,85,79,yes,yes,yes,yes,1
49,99,99,yes,20,90,yes,yes,yes,yes,1
60,98,98,yes,86,86,yes,yes,yes,yes,1
75,80,80,yes,61,65,yes,yes,yes,yes,1
23,60,78,yes,26,31,yes,yes,yes,yes,1
100,75,78,yes,61,65,yes,yes,yes,yes,1
99,80,85,yes,78,78,yes,yes,yes,yes,1
98,60,60,yes,85,85,yes,yes,yes,yes,1
80,75,75,no,49,20,no,no,no,no,0
60,61,65,no,60,65,no,no,no,no,0
75,78,36,no,71,69,no,no,no,no,0
80,85,8,no,36,79,no,no,no,no,0
60,60,10,no,10,10,no,no,no,no,0
75,75,30,no,30,30,no,no,no,no,0
61,65,79,no,45,45,no,no,no,no,0
22,23,25,no,23,24,no,no,no,no,0
13,20,5,no,6,7,no,no,no,no,0
40,61,65,yes,23,26,yes,yes,yes,yes,1
36,26,31,no,100,100,no,no,no,no,0
26,61,65,no,99,99,no,no,no,no,0
23,12,78,yes,26,31,yes,yes,yes,yes,1
